Sample ID,Site,Aggregate,ID,Addition,Replicate,Notes,Incubation,Extraction number,N2O,CO2,CH4,TOC,TN,FUM TOC,FUM TN,MBC,MBN,BG,CBH,LAP,NAG,PHOS,FDA,POXC,CUE,CUEFilt,WHC,MWD,proportion_mass,Bulk_density,infiltration,Dry,fPOM_TC,fPOM_13C%,fPOM_TN,fPOM_15N%,oPOM_TC,oPOM_13C%,oPOM_TN,oPOM_15N%,MAOM_TC,MAOM_13C%,MAOM_TN,MAOM_15N%,fPOM_C Comment (13C analysis) ,fPOM (g),oPOM(g),MAOM,proportion fPOM by mass,proportion oPOM by mass,proportion MAOM by mass,TC,TN,C%,N%,Dry soil / wet soil,Infiltration,bulk_density_g.cm3,Proportion <53,Proportion >53,Proportion >250,Proportion >2000
6,C,D,CD6,16O,1,,Done,7,11.96,222.76,0.12,22.41,7.27,67.65,15.55,45.24,8.28,,,,,,23.7108873,191.5159,0.060870515,,0.765,,0.373791559,,,,49.48717597,1.082873504,3.924153065,0.367941936,0,0,0,0,10.01170012,1.084951544,1.559265593,0.368664531,,0.1,0,4.79,0.020449898,0,0.979550102,13.32566594,1.88088877,1.08461802,0.368421233,,,,,,,
7,C,D,CD7,16O,1,,Done,8,4.78,123.83,0.66,95.04,3.89,162.66,8.25,67.62,4.36,400.8366112,28.03516017,98.16184635,123.7266441,420.6617677,21.9233494,251.4388,0.164962321,,0.798,,0.418025549,,,,47.96961326,1.082642606,3.569572335,0.367814204,0,0,0,0,10.04771001,1.085039501,1.560034329,0.368704675,,0.2,0,4.97,0.03868472,0,0.96131528,13.38908935,1.826916411,1.084460428,0.36843583,,,,,,,
8,C,D,CD8,16O,1,,Done,7,14.24,316.24,-0.34,28.36,3,52.77,7.29,24.41,4.29,,,,,,15.326041,214.3686,0.049151123,,0.8,,0.474025974,,,,46.52537613,1.082719572,3.776830491,0.368036823,0,0,0,0,7.46154653,1.085072485,1.191032451,0.369241139,,0.1,0,4.96,0.019762846,0,0.980237154,10.57892824,1.475141106,1.084592363,0.368701023,,,,,,,
9,C,D,CD9,16O,1,,Done,5,1.99,264.24,0.06,26.68,4.15,50.49,8.41,23.81,4.26,243.7393395,30.99597809,39.56996269,119.5336308,120.5203465,14.8851468,238.1106,0.027586064,,0.791,,0.520748436,,,,48.82671395,1.082367725,3.699881797,0.367857998,0,0,0,0,7.417976446,1.085116464,1.303795806,0.369098813,,0.23,0,4.79,0.045816733,0,0.954183267,11.37817967,1.626920594,1.084438433,0.368617085,,,,,,,
1,O,A,OA1,16O,1,,Done,2,16.53,334.77,-0.14,58.24,4.86,129.56,14.31,71.32,9.45,728.423468,1105.924104,13.44505419,66.78699838,198.1209499,52.692547,360.1181,-0.071216992,,0.653,,0.261684211,,,,69.74686953,1.107463537,6.821192945,0.369500246,6.737184044,1.085930061,0.723020579,0.369029474,14.69884601,1.08549028,2.101377342,0.370091442,Mass 45 saturated; estimated value used; enrichment is underestimated.,0.18,1.27,3.55,0.036,0.254,0.71,16.22604922,2.03209853,1.093606289,0.369023379,,,,,,,
2,O,A,OA2,16O,1,,Done,5,2980.94,365.79,-0.74,11.97,1.62,275.84,30.71,263.87,29.09,,,,,,42.107867,345.0309,0.261691457,,0.7,,0.259650978,,,,84.57856161,1.100297745,9.196671248,0.36911706,7.575768838,1.085699177,0.800706123,0.36905502,13.35790475,1.085457297,1.905353298,0.370109689,Mass 45 saturated; estimated value used; enrichment is underestimated.,0.19,1.26,3.55,0.038,0.252,0.71,15.65186478,1.937475827,1.091214027,0.368890784,,,,,,,
3,O,A,OA3,16O,1,,Done,3,372.74,238.5,,54.99,1.6,151.98,42.91,96.99,41.31,824.3949394,166.2644562,15.21647108,60.575444,197.8586862,27.8734983,331.1814,0.20411338,,0.656,,0.202629701,,,,95.39386895,1.072460003,9.336771757,0.369430908,6.732367973,1.085908072,0.721635434,0.369007577,10.32559368,1.085424313,1.47578568,0.370091442,"Mass 44 & 45 saturated, totals underestimated ",0.2,1.25,3.55,0.04,0.25,0.71,14.74532662,1.719326953,1.081953102,0.368988101,,,,,,,
4,O,A,OA4,16O,1,,Done,5,7633.64,1084.41,-0.24,62.22,8.25,151.82,47.82,89.6,39.57,,,,,,20.4013428,341.4056,0.179038615,,0.65,,0.389133546,,,,98.21389794,1.08573216,9.035210175,0.369602429,7.859003679,1.086040006,0.893109277,0.368609789,11.80627278,1.085325362,1.674041374,0.370109689,Contained more C than largest reference,0.25,1.31,3.5,0.049407115,0.258893281,0.691699605,15.57959234,1.853686545,1.085666193,0.369668116,,,,,,,
5,O,A,OA5,16O,1,,Done,1,4012.51,986.54,-0.19,51.73,4.81,148.08,51.7,96.35,46.89,,,,,,16.6268318,335.708,0.191407749,,0.632,,0.199247496,,,,83.13273439,1.086314866,7.7206202,0.369580532,5.920346008,1.08595205,0.625428005,0.368660882,14.08198018,1.085435308,1.922392389,0.369894378,Contained more C than largest reference,0.16,1.29,3.67,0.03125,0.251953125,0.716796875,16.03530678,1.985625188,1.085897077,0.369561068,,,,,,,
6,O,A,OA6,16O,1,,Done,3,2374.01,1066.33,0.22,78.53,7.53,91.41,60.11,12.88,52.58,,,,,,52.8787188,306.2113,0.172875053,,0.651,,0.336370042,,,,61.74112515,1.084764634,5.70412154,0.369522142,9.892944854,1.086029011,1.132842152,0.368657232,14.30057924,1.085424313,1.953451965,0.369901676,,0.17,1.06,3.78,0.033932136,0.211576846,0.754491018,14.81180765,1.849847131,1.085208085,0.369516059,,,,,,,
7,O,A,OA7,16O,1,,Done,4,4661.31,827.08,0.17,60.58,8.5,105.18,41.44,44.6,32.94,895.1584536,109.8276318,17.59896058,82.07443721,258.1576014,49.7515052,332.8644,0.175023906,,0.732,,0.2419902,,,,37.34666081,1.085501275,4.430287053,0.369230191,8.10797704,1.085699177,0.907656089,0.368788612,11.59519159,1.08549028,1.573735318,0.369865183,,0.21,0.91,3.9,0.041832669,0.1812749,0.77689243,13.55473449,1.710637693,1.085482951,0.369410227,,,,,,,
8,O,A,OA8,16O,1,,Done,4,5404.11,864.96,0.04,45.38,6.78,91.62,53.89,46.24,47.11,,,,,,31.2782342,357.3264,0.173344265,1,0.634,,0.284721873,,,,44.55977787,1.086490776,5.328179443,0.369310478,9.619505903,1.085985033,1.093560869,0.368825106,14.66583203,1.08522641,2.022233936,0.36971191,,0.2,1.02,3.8,0.039840637,0.203187251,0.756972112,16.3052046,2.10283596,1.085889745,0.369396846,,,,,,,
9,O,A,OA9,16O,1,,Done,3,11935.16,1424.94,-0.28,50.49,8.92,145.06,32.92,94.57,24,513.0304846,64.08713287,41.00654194,60.26065436,15.46949516,24.7181824,378.1034,0.189450097,,0.629,,0.251879889,,,,36.03860844,1.085545253,4.281717766,0.369273984,6.459932881,1.085831111,0.74209064,0.368894445,15.8921973,1.085116464,2.103097877,0.369690014,,0.18,1.28,3.52,0.036144578,0.257028112,0.706827309,15.29205007,1.931718696,1.085351015,0.369186396,,,,,,,
1,O,B,OB1,16O,1,,Done,3,31.84,169.44,-0.23,49.36,5.26,107.72,14.46,58.36,9.2,557.8764318,146.9088734,44.82578107,53.47398515,179.2953084,,371.4666,4.737700337,,0.684,,0.188368421,,,,57.13336753,1.085677188,5.707360862,0.369248438,9.042736516,1.08786505,0.825052176,0.367478448,11.85615887,1.085325362,1.644377851,0.369971014,,0.15,1.61,3.32,0.029527559,0.316929134,0.653543307,11.57417102,1.476525088,1.085908069,0.369259383,,,,,,,
2,O,B,OB2,16O,1,,Done,3,61.08,234.7,-0.79,40.38,5.86,151.08,12.75,110.7,6.89,,,,,,56.2204976,344.8665,0.226224352,,0.595,,0.195769434,,,,40.48272957,1.0858531,4.153011794,0.369204645,8.367456504,1.087887038,0.744340103,0.367445602,12.24503587,1.085281383,1.676463782,0.370025754,,0.15,1.54,3.33,0.029880478,0.306772908,0.663346614,11.07659728,1.426989034,1.085860427,0.369293444,,,,,,,
3,O,B,OB3,16O,1,,Done,3,201.71,266.49,,61.94,6.41,179.63,46.09,117.69,39.68,631.3779379,125.4404329,15.28330787,75.58633941,276.655948,38.9360332,390.4765,0.197867321,,0.611,,0.169707471,,,,72.0471026,1.08468767,6.45348219,0.369613377,9.145185986,1.08797499,0.815545348,0.367441953,17.01709986,1.085468291,2.369455425,0.370416232,Contained more C than largest reference,0.16,1.76,3.1,0.03187251,0.35059761,0.61752988,14.02256203,1.816449449,1.085691838,0.3695416,,,,,,,
4,O,B,OB4,16O,1,,Done,5,342.73,462.12,3.92,71.57,5.81,142.94,47.03,71.37,41.22,,,,,,32.4793474,335.708,0.176947399,,0.739,,0.202741385,,,,71.29198284,1.08738131,6.079071813,0.369668117,9.078924652,1.085941056,0.963867308,0.369292231,13.59147135,1.085303372,1.897294988,0.370441778,Contained more C than largest reference,0.21,1.19,3.6,0.042,0.238,0.72,14.43293666,1.812107845,1.086472444,0.369534301,,,,,,,
5,O,B,OB5,16O,1,,Done,4,792.59,1157.05,0.27,80.53,6.53,138.06,38.83,57.53,32.3,,,,,,23.0414322,336.9364,0.175364318,,0.711,,0.193493056,,,,82.8143551,1.091097192,6.30577442,0.369657169,9.578071575,1.085941056,1.056872578,0.369208295,15.63488096,1.085193426,2.146452021,0.369795845,Contained more C than largest reference,0.16,1.53,3.33,0.03187251,0.304780876,0.663346614,15.27426171,1.853712397,1.087274959,0.369377381,,,,,,,
6,O,B,OB6,16O,1,,Done,2,466.77,1008.86,-0.02,64.44,6.46,92.83,45.74,28.39,39.28,,,,,,16.3268182,305.6752,0.175176566,,0.642,,0.1661969,,,,62.51598498,1.087183415,4.991677662,0.369664468,6.504088588,1.085435308,0.698294089,0.369124359,13.88821493,1.085160442,1.995936523,0.36959513,Contained more C than largest reference,0.22,1.18,3.62,0.043824701,0.235059761,0.721115538,14.45080475,1.824430189,1.085974031,0.369355486,,,,,,,
7,O,B,OB7,16O,1,,Done,1,43.96,1114.87,0.39,54.16,7.65,94.52,38.73,40.36,31.08,685.5734691,180.5360834,55.08633182,65.82007119,300.4032397,59.4253318,309.4154,0.176983295,,0.62,,0.176969469,,,,53.93248777,1.085963044,4.554579047,0.369733806,8.898148831,1.085457297,0.984691244,0.369135307,17.48536009,1.085413318,2.56144196,0.370149832,Contained more C than largest reference in run,0.24,1.46,3.32,0.047808765,0.290836653,0.661354582,16.4731633,2.121597026,1.085746819,0.369692445,,,,,,,
8,O,B,OB8,16O,1,,Done,1,2214.39,1771.09,0.91,99.11,4.06,121.06,71.32,21.95,67.26,,,,,,36.3293567,355.9831,0.174463073,,0.698,,0.132997735,,,,57.26944675,1.085050496,4.995748804,0.369208295,9.492232499,1.08595205,1.020903468,0.369168151,14.34593356,1.085468291,2.252290951,0.369806793,Contained more C than largest reference,0.3,1.59,3.12,0.05988024,0.317365269,0.622754491,13.91943375,1.827607725,1.085453631,0.369382248,,,,,,,
9,O,B,OB9,16O,1,,Done,3,263.41,1227.78,-0.71,20.68,8.02,187.59,39.63,166.91,31.61,551.8014129,70.84794992,19.20691999,74.41481827,139.9086763,33.9731739,331.1814,0.270690266,,0.655,,0.174968458,,,,311.0026425,1.084973533,29.80369951,0.369744754,8.908966121,1.085391329,0.985243826,0.368595191,14.94962334,1.085347351,2.213774285,0.36982504,Contained more C than largest reference,0.32,1.39,3.57,0.060606061,0.263257576,0.676136364,30.10672203,3.402789537,1.085486613,0.369351834,,,,,,,
1,O,Bulk,O1,16O,1,,Done,5,-4.84,984.16,-0.94,88.12,7.58,137.25,15.23,49.13,7.65,981.3072125,951.0879105,146.2745384,1241.716727,680.2430451,18.1439866,338.217,0.094677945,,0.527,1835.392766,,1.233,144,0.844,82.85363664,1.085347351,8.120173601,0.369354271,6.344127281,1.086721657,0.80655124,0.368558697,13.95304472,1.085413318,1.942815678,0.369923573,Contained more C than largest reference,0.1,1.38,3.53,0.01996008,0.275449102,0.704590818,13.73985256,1.832618596,1.085567242,0.369155982,0.844,144,1.233,0.304,0.245947368,0.188368421,0.261684211
2,O,Bulk,O2,16O,1,,Done,4,-4.89,954.85,-0.83,94.11,10.97,290.86,92.8,196.75,81.83,,,,,,15.7576708,294.8308,0.235903413,,0.51,1829.141748,,1.564,143,,79.80064289,1.086029011,7.396977199,0.369460103,6.267515372,1.086446798,0.784186369,0.368649933,14.86954905,1.085347351,2.067900597,0.369956417,Contained more C than largest reference,0.4,1.07,3.53,0.08,0.214,0.706,19.01020147,2.350974897,1.085743154,0.36918031,,143,1.564,0.319883659,0.224695928,0.195769434,0.259650978
3,O,Bulk,O3,16O,1,,Done,5,124.75,973.29,,90.66,5.46,186.2,54.43,95.54,48.97,1111.626895,1077.598192,165.6486494,1406.182518,770.3414617,48.2584001,344.8665,0.195695479,,0.581,1464.989321,,,,,137.7942884,1.097593817,12.43935352,0.369460103,6.47010161,1.086919553,0.860084525,0.368595191,15.98675246,1.085215415,2.255992935,0.370277558,Mass 45 saturated; estimated value used; enrichment is underestimated.,1.1,0.62,3.32,0.218253968,0.123015873,0.658730159,42.62607202,4.477968705,1.089444165,0.369479562,,,,0.373611253,0.254051575,0.169707471,0.202629701
4,O,Bulk,O4,16O,1,,Done,2,534.81,1159.02,-0.2,73.03,8.95,192.96,41.32,119.93,32.37,,,,,,38.3801924,341.9015,0.194641278,,0.524,2600.511504,,1.28,139,0.84,177.8482313,1.107826195,15.78185622,0.369368868,6.566748479,1.086732651,0.919645716,0.368493007,17.55767624,1.085347351,2.462427186,0.370197273,Mass 45 saturated; estimated value used; enrichment is underestimated.,0.6,0.96,3.45,0.119760479,0.191616766,0.688622754,35.52287021,3.895037872,1.092858623,0.369384678,0.84,139,1.28,0.245733788,0.16239128,0.202741385,0.389133546
5,O,Bulk,O5,16O,1,,Done,5,363.68,1143.33,-0.14,67.59,8.24,182.18,58.75,114.59,50.51,,,,,,20.5864911,341.4776,0.192099116,,0.513,1469.237286,,1.553,148,,99.81036489,1.110254837,8.86811211,0.369270335,8.002824365,1.085534259,0.903921618,0.368679129,14.63453234,1.085578237,2.033867649,0.369737455,Mass 45 saturated; estimated value used; enrichment is underestimated.,0.3,1.17,3.55,0.059760956,0.233067729,0.707171315,18.44476987,2.259510605,1.093752462,0.369216808,,148,1.553,0.364742987,0.242516461,0.193493056,0.199247496
6,O,Bulk,O6,16O,1,,Done,4,4398.49,821.17,0.24,48.09,7.04,118.57,55.94,70.48,48.9,,,,,,24.7799942,338.217,0.193804115,,0.572,2251.753472,,,,,112.2263445,1.085534259,11.10740452,0.369372518,6.769171853,1.085578237,0.769267592,0.368806859,15.39827504,1.085248399,2.106143182,0.369752053,Contained more C than largest reference,0.6,0.96,3.45,0.119760479,0.191616766,0.688622754,26.21283438,3.0811043,1.085405989,0.369271549,,,,0.292379706,0.205053352,0.1661969,0.336370042
7,O,Bulk,O7,16O,1,,Done,5,4833.64,1342.47,-0.35,90.66,5.68,196.91,71.99,106.25,66.31,1207.871648,1163.478734,16.52260593,87.08202343,214.8422644,16.3816951,300.0491,0.223406291,,0.498,1707.550354,,1.543,155,0.841,111.9208488,1.085105469,11.05885998,0.369449155,7.587977035,1.085864094,0.770685579,0.369193697,14.49745773,1.085270389,1.985721992,0.369835988,Contained more C than largest reference,0.23,1.31,3.59,0.044834308,0.255360624,0.699805068,17.04793341,2.166357682,1.085263059,0.369141384,0.841,155,1.543,0.319889433,0.261150898,0.176969469,0.2419902
8,O,Bulk,O8,16O,1,,Done,4,2322.64,1143.19,-0.27,58.74,7.54,168.14,63.89,109.4,56.35,,,,,,58.2716109,298.9922,0.393622557,,0.563,1912.550745,,1.445,151,,68.97835749,1.08561122,6.91236715,0.369438207,6.380562309,1.085842105,0.64960919,0.369131657,14.52783204,1.085160442,2.199624154,0.369799494,Contained more C than largest reference,0.44,0.92,3.66,0.087649402,0.183266932,0.729083665,18.44104754,2.461223268,1.085274053,0.369180312,,151,1.445,0.341303801,0.240976592,0.132997735,0.284721873
9,O,Bulk,O9,16O,1,,Done,4,33979.87,1951.37,-0.38,52.43,8.91,279.64,80.87,227.21,71.96,3401.420615,275.5186595,18.64826041,70.66597651,192.8145285,40.2492832,328.3527,-0.063365401,,0.601,1760.114686,,,,,21.815,1.085204421,2.217159091,0.369387115,6.773059207,1.086138956,0.845298281,0.368485708,11.96153686,1.08536934,1.703382426,0.370007508,,0.82,0.57,3.65,0.162698413,0.113095238,0.724206349,13.35743274,1.735828037,1.085171437,0.369305609,,,,0.353671461,0.219480192,0.174968458,0.251879889
1,O,C,OC1,16O,1,,Done,5,57.72,340.17,-0.11,45.41,4.82,96.92,11.88,51.51,7.06,190.8736275,118.4170021,54.63164047,70.86185608,174.825079,32.4806799,308.9543,-9.683853456,1,0.635,,0.245947368,,,,66.43558212,1.086798616,7.480289622,0.369390765,2.32429454,1.085941056,0.356745097,0.368190101,7.369797302,1.084753639,1.127281252,0.368748468,Contained more C than largest reference,0.16,3.99,0.84,0.032064128,0.799599198,0.168336673,11.68741543,1.528852047,1.08555624,0.3688543,,,,,,,
2,O,C,OC2,16O,1,,Done,3,-2.19,336.69,0.2,42.02,4.73,131.7,14.69,89.68,9.96,,,,,,21.9081164,332.8404,0.186489629,,0.692,,0.224695928,,,,66.30379117,1.086721657,7.452454941,0.369427258,2.124836129,1.0858531,0.344775307,0.368124411,7.371942877,1.084698665,1.125149649,0.368722922,Contained more C than largest reference in run,0.13,4.07,0.8,0.026,0.814,0.16,10.46460848,1.37167789,1.085530586,0.368881062,,,,,,,
3,O,C,OC3,16O,1,,Done,2,2.39,245.17,,69.13,7.26,178.1,33.45,108.97,26.19,341.8216723,134.1430316,50.73168108,183.1840704,224.189496,13.9380231,326.8549,0.187130727,,0.757,,0.254051575,,,,65.96333187,1.086710662,7.414514011,0.36929953,1.981796978,1.085523264,0.322397999,0.368701025,6.129299699,1.084214894,0.838392649,0.369200996,Contained more C than largest reference,0.15,4.11,0.74,0.03,0.822,0.148,11.13781357,1.441911855,1.085336345,0.368999061,,,,,,,
4,O,C,OC4,16O,1,,Done,5,395.44,1115.4,0.36,90.84,4.06,170.32,33.97,79.48,29.91,,,,,,53.0460376,313.5896,0.178799107,,0.723,,0.16239128,,,,83.04529289,1.085985033,8.587029289,0.369398063,2.092727092,1.085402324,0.344841309,0.368587893,6.267937581,1.084203899,1.003459002,0.368825106,Contained more C than largest reference,0.21,4.13,0.66,0.042,0.826,0.132,11.34435752,1.519793826,1.085068815,0.3688543,,,,,,,
5,O,C,OC5,16O,1,,Done,3,1.34,670.37,-0.16,109.56,5.91,174.9,20.01,65.34,14.1,,,,,,41.0240485,336.9364,0.182321966,,0.734,,0.242516461,,,,52.48951334,1.086369838,5.963551212,0.369186398,2.132274096,1.085424313,0.343506112,0.368642634,5.637426575,1.083819078,0.724609484,0.369259386,Contained more C than largest reference in run,0.16,4.08,0.76,0.032,0.816,0.152,9.628779605,1.227461181,1.085123783,0.3689577,,,,,,,
6,O,C,OC6,16O,1,,Done,4,44.97,436.95,-0.04,73.63,9.17,98.28,33.65,24.65,24.48,,,,,,26.3700974,342.6007,0.186292998,,0.772,,0.205053352,,,,52.21800708,1.086336855,5.925240263,0.36923749,2.13998363,1.085435308,0.342383449,0.368690077,5.565754998,1.083874053,0.73759018,0.369222892,Contained more C than largest reference in run,0.19,4.14,0.67,0.038,0.828,0.134,13.31006987,1.890054955,1.085065145,0.369050153,,,,,,,
7,O,C,OC7,16O,1,,Done,6,-2.15,198.44,-0.46,56.64,6.27,86.59,30.44,29.95,24.17,248.7141206,144.0526197,67.24500624,210.9392325,220.6910507,24.5488048,342.6007,0.180105478,,0.688,,0.261150898,,,,84.78685205,1.087590198,8.645788337,0.369387115,1.873229175,1.085413318,0.328125422,0.368139009,7.092099673,1.084907565,1.050760109,0.369423609,Contained more C than largest reference,0.14,3.96,0.9,0.028,0.792,0.18,10.50427269,1.315474436,1.085922717,0.369200995,,,,,,,
8,O,C,OC8,16O,1,,Done,3,15.13,173.39,-0.45,80.19,6.5,175.58,46.61,95.39,40.11,,,,,,14.424475,376.4273,0.204660059,,0.775,,0.240976592,,,,18.73326027,1.086369838,2.20690411,0.368949187,1.701158512,1.085050496,0.282899009,0.368303235,6.123281193,1.083621169,0.772202839,0.368982031,,0.22,4.13,0.65,0.044,0.826,0.13,10.64880404,1.410228632,1.08498818,0.368930939,,,,,,,
9,O,C,OC9,16O,1,,Done,3,3,136.12,-0.08,47.38,8.95,158.96,24.31,111.58,15.36,497.8687417,53.27004027,48.96933185,66.12692885,224.4273954,50.7942107,341.1052,0.253750887,,0.746,,0.219480192,,,,92.46611675,1.087260374,9.991118573,0.36923749,1.462010858,1.084940549,0.250491985,0.368522203,6.197791323,1.083247338,0.755043746,0.369091514,Contained more C than largest reference,1.97,2.73,0.6,0.371698113,0.51509434,0.113207547,44.00212883,5.017616861,1.085222718,0.369047721,,,,,,,
1,O,D,OD1,16O,1,,Done,5,1.4,96.85,-0.4,12.85,2.91,26.36,3.67,13.51,0.76,301.8425294,89.37079698,13.50617905,161.8835971,244.449202,34.5863931,317.3177,0.221618404,,0.692,,0.304,,,,50.9800847,1.084434791,5.556598375,0.36929953,0,0,0,0,14.72117565,1.085325362,2.375770867,0.37010604,,0.88,0,4.11,0.176352705,0,0.823647295,28.48306037,3.915916951,1.084991856,0.369464967,,,,,,,
2,O,D,OD2,16O,1,,Done,4,-2.17,98.79,-0.28,71.71,0.56,191.05,22.57,119.34,22.01,,,,,,28.4435442,298.5028,0.586629958,,0.907,,0.319883659,,,,53.56656347,1.084555733,5.716428019,0.369255737,0,0,0,0,14.69609906,1.085248399,2.372593965,0.370076845,Contained more C than largest reference,0.9,0,4.09,0.180360721,0,0.819639279,28.80317074,3.922306517,1.084951543,0.369452802,,,,,,,
3,O,D,OD3,16O,1,,Done,5,-9.35,72.68,,16.54,4.88,59.68,20.4,43.14,15.52,215.9885785,101.1456055,61.88683841,80.19806901,203.1061064,23.8385348,341.4776,0.238067881,,0.874,,0.373611253,,,,54.20586887,1.08445678,5.694635488,0.369273984,0,0,0,0,14.77739983,1.085424313,2.599753222,0.369814092,,0.1,0,4.89,0.02004008,0,0.97995992,21.99180312,3.58486989,1.084995521,0.369306827,,,,,,,
4,O,D,OD4,16O,1,,Done,3,26.81,396.13,-0.32,20.35,8.46,111.32,29.28,90.97,20.82,,,,,,16.1649931,319.6526,0.204527209,,0.863,,0.245733788,,,,53.50005942,1.084577723,5.673202614,0.36936157,0,0,0,0,10.32856845,1.085028506,1.690201929,0.369744754,,0.34,0,4.65,0.068136273,0,0.931863727,22.57760791,3.270427078,1.084977197,0.369384682,,,,,,,
5,O,D,OD5,16O,1,,Done,4,1695.85,292.2,0.46,47.47,9.13,82.69,18.09,35.22,8.96,,,,,,51.1732536,341.9015,0.186423248,,0.881,,0.364742987,,,,27.59107009,1.084951544,4.127508855,0.369471051,0,0,0,0,10.25233977,1.084984528,1.496959286,0.37010604,,0.37,0,4.62,0.074148297,0,0.925851703,20.18219979,2.906797049,1.085079815,0.369523357,,,,,,,
6,O,D,OD6,16O,1,,Done,5,1204.9,477.85,0.63,33.96,8.12,104.77,15.08,70.81,6.96,,,,,,35.391171,341.4056,0.201411372,,0.846,,0.292379706,,,,28.07220663,1.085028506,4.147894441,0.369423609,0,0,0,0,14.09613116,1.085391329,2.240516242,0.370025754,,2.43,0,2.56,0.486973948,0,0.513026052,28.60218519,4.226513237,1.085277718,0.36950511,,,,,,,
7,O,D,OD7,16O,1,,Done,3,82,854.47,0.59,11.68,7.45,52.12,26.98,40.44,19.53,369.2065273,145.7571469,178.9194997,1518.838056,832.0569436,31.0853694,341.1052,0.183496163,,0.884,,0.319889433,,,,27.79400875,1.084907565,4.156961741,0.36941996,0,0,0,0,14.2305915,1.085413318,2.243626771,0.370087793,,0.2,0,4.79,0.04008016,0,0.95991984,22.31375255,3.351981074,1.08521908,0.369457668,,,,,,,
8,O,D,OD8,16O,1,,Done,4,1149.52,592.68,0.5,13.95,7.56,77.38,22.15,63.43,14.59,,,,,,17.3897969,309.2681,0.190226062,,0.871,,0.341303801,,,,27.59861394,1.085050496,4.081686896,0.369441856,0,0,0,0,14.37269127,1.085182432,2.167875817,0.369905326,,0.24,0,4.75,0.048096192,0,0.951903808,21.58246468,3.147306113,1.08522641,0.369399278,,,,,,,
9,O,D,OD9,16O,1,,Done,4,137.11,590.47,-1.09,22.71,10.41,46.63,33.98,23.92,23.57,557.1184904,43.41752226,90.38513475,273.0369854,275.9393163,9.9669185,355.3979,0.177100963,,0.892,,0.353671461,,,,54.96202652,1.084412801,5.906211239,0.369303179,0,0,0,0,14.91695876,1.085248399,2.48940192,0.369700962,Contained more C than largest reference,0.16,0,4.83,0.032064128,0,0.967935872,24.14597513,3.681727061,1.085006515,0.369287364,,,,,,,
1,C,A,,18O,1,,Done,4,11.42,195.54,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,A,,18O,1,,Done,4,137.33,151.75,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,A,,18O,1,,Done,4,-13.7,101.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,A,,18O,1,,Done,4,53.42,336.94,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,A,,18O,1,,Done,3,995.43,335.52,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,C,A,,18O,1,,Done,3,211.14,314.71,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,A,,18O,1,,Done,3,566.71,400.9,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C,A,,18O,1,,Done,3,19.07,441.95,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,A,,18O,1,,Done,4,633.81,458.4,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,B,,18O,1,,Done,3,-5.24,129.28,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,B,,18O,1,,Done,4,647.85,232.47,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,B,,18O,1,,Done,3,-5.35,185.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,B,,18O,1,,Done,3,111.73,425.17,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,B,,18O,1,,Done,3,12.9,356.3,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,C,B,,18O,1,,Done,4,332.34,220.76,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,B,,18O,1,,Done,4,82.78,243.02,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C,B,,18O,1,,Done,5,425.23,241.42,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,B,,18O,1,,Done,3,254.46,412.14,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,Bulk,,18O,1,,Done,3,0.37,127.86,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
